,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2002-04-27,17.130455017089844,113.58999633789062,,126.9000015258789,10006.6298828125,4.353000164031982,1073.4300537109375,1613.030029296875,479.9777526855469,5.061999797821045,20.190000534057617,27.274999618530273,113.58999633789062,,126.9000015258789,10006.6298828125,4.353000164031982,1073.4300537109375,1613.030029296875,480.2099914550781,5.061999797821045,20.190000534057617,27.614999771118164,115.38999938964844,,128.66000366210938,10117.5400390625,4.452000141143799,1091.4200439453125,1697.030029296875,538.5,5.127999782562256,24.5,26.5049991607666,113.5,,126.80999755859375,9811.5703125,4.318999767303467,1063.4599609375,1605.969970703125,477.1400146484375,5.025000095367432,19.90999984741211,27.424999237060547,114.9800033569336,,127.83000183105469,9910.51953125,4.396999835968018,1076.3199462890625,1668.52001953125,514.72998046875,5.073999881744385,23.229999542236328,23802000.0,0.0,,0.0,1195280000.0,0.0,7043200000.0,10174560000.0,0.0,0.0,0.0
2002-05-04,17.435081481933594,113.94999694824219,,127.56999969482422,9939.919921875,4.456999778747559,1054.989990234375,1600.8499755859375,480.7273864746094,5.126999855041504,22.40999984741211,27.760000228881836,113.94999694824219,,127.56999969482422,9939.919921875,4.456999778747559,1054.989990234375,1600.8499755859375,480.9599914550781,5.126999855041504,22.40999984741211,27.924999237060547,115.08999633789062,,129.0800018310547,10148.9404296875,4.63100004196167,1088.9200439453125,1696.3499755859375,527.5399780273438,5.261000156402588,22.709999084472656,27.325000762939453,113.38999938964844,,126.73999786376953,9807.6904296875,4.334000110626221,1048.9599609375,1560.2900390625,455.2699890136719,5.050000190734863,20.209999084472656,27.375,113.8499984741211,,126.87999725341797,10005.7998046875,4.382999897003174,1073.4300537109375,1611.050048828125,481.29998779296875,5.080999851226807,20.989999771118164,17765200.0,0.0,,0.0,1193590000.0,0.0,6304200000.0,9946040000.0,0.0,0.0,0.0
2002-05-11,17.284343719482422,113.0,,125.93000030517578,10353.080078125,4.584000110626221,1106.5899658203125,1741.3900146484375,541.7078857421875,5.241000175476074,17.700000762939453,27.520000457763672,113.0,,125.93000030517578,10353.080078125,4.584000110626221,1106.5899658203125,1741.3900146484375,541.969970703125,5.241000175476074,17.700000762939453,27.924999237060547,115.31999969482422,,128.77999877929688,10353.4296875,4.679999828338623,1106.5899658203125,1759.3299560546875,558.9099731445312,5.327000141143799,22.25,27.290000915527344,112.91000366210938,,125.51000213623047,9920.2001953125,4.4629998207092285,1053.9000244140625,1602.5999755859375,480.9599914550781,5.138000011444092,17.700000762939453,27.65999984741211,113.7699966430664,,127.55999755859375,9938.8203125,4.480999946594238,1054.989990234375,1611.260009765625,480.9599914550781,5.1519999504089355,22.25,15956800.0,0.0,,0.0,1136540000.0,0.0,6454300000.0,9811570000.0,0.0,0.0,0.0
2002-05-18,16.788171768188477,112.80000305175781,,124.69999694824219,10104.259765625,4.453000068664551,1083.8199462890625,1661.489990234375,499.38836669921875,5.138000011444092,18.899999618530273,26.729999542236328,112.80000305175781,,124.69999694824219,10104.259765625,4.453000068664551,1083.8199462890625,1661.489990234375,499.6300048828125,5.138000011444092,18.899999618530273,27.649999618530273,113.37999725341797,,126.19999694824219,10348.9296875,4.559000015258789,1106.5899658203125,1726.8900146484375,542.9600219726562,5.2210001945495605,20.709999084472656,26.559999465942383,112.16000366210938,,123.45999908447266,10063.5,4.359000205993652,1075.6400146484375,1643.9599609375,495.1499938964844,5.039000034332275,18.190000534057617,27.399999618530273,113.05999755859375,,125.94999694824219,10348.9296875,4.554999828338623,1106.5899658203125,1726.780029296875,541.969970703125,5.214000225067139,18.760000228881836,16228400.0,0.0,,0.0,921700000.0,0.0,5404900000.0,7798370000.0,0.0,0.0,0.0
2002-05-25,17.020545959472656,111.80999755859375,,124.05999755859375,9925.25,4.359000205993652,1067.1400146484375,1615.72998046875,476.0296630859375,5.043000221252441,19.979999542236328,27.100000381469727,111.80999755859375,,124.05999755859375,9925.25,4.359000205993652,1067.1400146484375,1615.72998046875,476.260009765625,5.043000221252441,19.979999542236328,27.2549991607666,113.11000061035156,,125.05999755859375,10118.509765625,4.513000011444092,1085.97998046875,1671.3499755859375,505.80999755859375,5.197000026702881,21.579999923706055,25.649999618530273,110.87999725341797,,122.77999877929688,9802.23046875,4.315999984741211,1054.260009765625,1607.300048828125,464.4700012207031,5.011000156402588,19.43000030517578,26.604999542236328,112.87000274658203,,124.70999908447266,10106.5400390625,4.50600004196167,1083.8199462890625,1670.3499755859375,499.6300048828125,5.184000015258789,20.209999084472656,23940200.0,0.0,,0.0,836880000.0,0.0,4642200000.0,6006430000.0,0.0,0.0,0.0
2002-06-01,17.318885803222656,110.98999786376953,,124.30999755859375,9589.669921875,4.318999767303467,1027.530029296875,1535.47998046875,440.7967224121094,5.061999797821045,23.510000228881836,27.575000762939453,110.98999786376953,,124.30999755859375,9589.669921875,4.318999767303467,1027.530029296875,1535.47998046875,441.010009765625,5.061999797821045,23.510000228881836,27.954999923706055,112.04000091552734,,125.05000305175781,9986.490234375,4.434999942779541,1070.739990234375,1621.5,474.7799987792969,5.111999988555908,26.149999618530273,26.75,110.55999755859375,,123.23999786376953,9472.5400390625,4.210999965667725,1012.489990234375,1495.81005859375,421.1700134277344,4.955999851226807,20.6200008392334,26.975000381469727,111.93000030517578,,124.0999984741211,9923.9404296875,4.400000095367432,1067.1400146484375,1613.5,471.6199951171875,5.078000068664551,20.979999542236328,24096000.0,0.0,,0.0,1345940000.0,0.0,7033800000.0,8879440000.0,0.0,0.0,0.0
2002-06-08,16.502395629882812,110.76000213623047,,124.12999725341797,9474.2099609375,4.071000099182129,1007.27001953125,1504.739990234375,425.7939758300781,4.806000232696533,25.959999084472656,26.274999618530273,110.76000213623047,,124.12999725341797,9474.2099609375,4.071000099182129,1007.27001953125,1504.739990234375,426.0,4.806000232696533,25.959999084472656,27.34000015258789,111.47000122070312,,125.95999908447266,9758.7998046875,4.348999977111816,1039.0400390625,1551.800048828125,449.5400085449219,5.079999923706055,28.780000686645508,25.850000381469727,110.26000213623047,,123.8499984741211,9260.990234375,4.045000076293945,981.6300048828125,1445.43994140625,404.010009765625,4.7779998779296875,22.809999465942383,27.200000762939453,111.38999938964844,,124.29000091552734,9587.3798828125,4.3420000076293945,1027.530029296875,1536.97998046875,441.010009765625,5.078999996185303,24.18000030517578,23328400.0,0.0,,0.0,1325650000.0,0.0,7188820000.0,8667260000.0,0.0,0.0,0.0
2002-06-15,15.852347373962402,108.19000244140625,,121.08999633789062,9253.7900390625,4.02400016784668,989.1400146484375,1440.9599609375,379.82623291015625,4.755000114440918,27.229999542236328,25.239999771118164,108.19000244140625,,121.08999633789062,9253.7900390625,4.02400016784668,989.1400146484375,1440.9599609375,380.010009765625,4.755000114440918,27.229999542236328,26.875,111.12999725341797,,124.81999969482422,9733.3896484375,4.14300012588501,1040.8299560546875,1567.989990234375,462.8299865722656,4.869999885559082,28.5,24.950000762939453,107.95999908447266,,120.79000091552734,9220.6298828125,3.9700000286102295,985.6500244140625,1435.8499755859375,377.4200134277344,4.7170000076293945,24.059999465942383,26.5,110.83000183105469,,124.12000274658203,9476.5,4.0929999351501465,1007.27001953125,1519.6500244140625,426.0,4.818999767303467,25.920000076293945,21931000.0,0.0,,0.0,1401730000.0,0.0,6652700000.0,8580670000.0,0.0,0.0,0.0
2002-06-22,15.717314720153809,106.11000061035156,,119.5199966430664,9243.259765625,4.058000087738037,989.8200073242188,1463.2099609375,387.3925476074219,4.823999881744385,25.399999618530273,25.024999618530273,106.11000061035156,,119.5199966430664,9243.259765625,4.058000087738037,989.8200073242188,1463.2099609375,387.5799865722656,4.823999881744385,25.399999618530273,25.924999237060547,108.52999877929688,,121.98999786376953,9413.080078125,4.166999816894531,1005.8800048828125,1486.25,405.04998779296875,4.90500020980835,30.979999542236328,22.950000762939453,105.37000274658203,,118.31999969482422,8926.5703125,3.8359999656677246,952.9199829101562,1375.530029296875,358.6400146484375,4.617000102996826,24.8799991607666,25.125,108.06999969482422,,121.08000183105469,9252.4697265625,4.0,989.1400146484375,1429.56005859375,380.010009765625,4.736000061035156,27.93000030517578,42407000.0,0.0,,0.0,1710400000.0,0.0,9106190000.0,10510860000.0,0.0,0.0,0.0
2002-06-29,16.248029708862305,107.66999816894531,,120.4000015258789,9379.5,4.086999893188477,989.030029296875,1448.3599853515625,395.9883728027344,4.863999843597412,27.110000610351562,25.8700008392334,107.66999816894531,,120.4000015258789,9379.5,4.086999893188477,989.030029296875,1448.3599853515625,396.17999267578125,4.863999843597412,27.110000610351562,25.975000381469727,107.87999725341797,,120.80000305175781,9379.849609375,4.103000164031982,994.4600219726562,1459.8399658203125,396.17999267578125,4.86899995803833,31.030000686645508,24.770000457763672,105.66999816894531,,119.22000122070312,8897.5400390625,3.927000045776367,934.8699951171875,1336.06005859375,343.7200012207031,4.7129998207092285,25.6299991607666,25.125,105.76000213623047,,119.52999877929688,9239.25,4.0320000648498535,989.8200073242188,1457.0400390625,387.5799865722656,4.804999828338623,25.709999084472656,18108600.0,0.0,,0.0,988310000.0,0.0,5475700000.0,8825220000.0,0.0,0.0,0.0
2002-07-06,15.538324356079102,105.88999938964844,,116.8499984741211,8684.5302734375,3.7679998874664307,921.3900146484375,1373.5,376.98760986328125,4.59499979019165,32.939998626708984,24.739999771118164,105.88999938964844,,116.8499984741211,8684.5302734375,3.7679998874664307,921.3900146484375,1373.5,377.1700134277344,4.59499979019165,32.939998626708984,25.989999771118164,107.69999694824219,,120.4000015258789,9410.3798828125,4.078000068664551,993.5599975585938,1452.56005859375,395.54998779296875,4.854000091552734,36.349998474121094,24.40999984741211,105.44000244140625,,116.44000244140625,8599.66015625,3.7269999980926514,900.9400024414062,1323.5899658203125,343.55999755859375,4.552000045776367,27.790000915527344,25.799999237060547,106.45999908447266,,120.33000183105469,9375.7001953125,4.0370001792907715,989.030029296875,1439.8499755859375,392.4599914550781,4.815000057220459,28.540000915527344,23048600.0,0.0,,0.0,1635760000.0,0.0,8038080000.0,9566360000.0,0.0,0.0,0.0
2002-07-13,13.930471420288086,104.05999755859375,,115.9000015258789,8019.259765625,3.694999933242798,847.75,1319.1500244140625,363.9039001464844,4.565000057220459,38.16999816894531,22.18000030517578,104.05999755859375,,115.9000015258789,8019.259765625,3.694999933242798,847.75,1319.1500244140625,364.0799865722656,4.565000057220459,38.16999816894531,24.549999237060547,105.88999938964844,,117.30999755859375,8723.3701171875,3.924999952316284,926.52001953125,1426.280029296875,407.7699890136719,4.751999855041504,38.380001068115234,22.024999618530273,103.54000091552734,,115.43000030517578,7966.72021484375,3.677999973297119,842.0700073242188,1309.93994140625,362.5799865722656,4.539999961853027,33.45000076293945,24.5,105.36000061035156,,116.87000274658203,8681.2802734375,3.7720000743865967,921.3900146484375,1365.7900390625,377.1700134277344,4.591000080108643,35.06999969482422,25477400.0,0.0,,0.0,1776620000.0,0.0,11375400000.0,11074510000.0,0.0,0.0,0.0
2002-07-20,15.780121803283691,106.61000061035156,,118.7699966430664,8264.3896484375,3.375,852.8400268554688,1262.1199951171875,314.857666015625,4.367000102996826,35.5099983215332,25.125,106.61000061035156,,118.7699966430664,8264.3896484375,3.375,852.8400268554688,1262.1199951171875,315.010009765625,4.367000102996826,35.5099983215332,25.5,106.81999969482422,,119.04000091552734,8309.3896484375,3.6619999408721924,854.1300048828125,1332.0999755859375,371.7200012207031,4.539999961853027,48.459999084472656,22.274999618530273,104.0999984741211,,115.7300033569336,7532.66015625,3.234999895095825,775.6799926757812,1192.4200439453125,304.45001220703125,4.223999977111816,35.5099983215332,22.399999618530273,104.33999633789062,,115.88999938964844,8015.0400390625,3.6510000228881836,847.760009765625,1309.8399658203125,364.0799865722656,4.5279998779296875,39.130001068115234,34662600.0,0.0,,0.0,2324300000.0,0.0,11685440000.0,10465840000.0,0.0,0.0,0.0
2002-07-27,16.502525329589844,106.66999816894531,,118.7699966430664,8313.1298828125,3.190999984741211,864.239990234375,1247.9200439453125,301.26422119140625,4.261000156402588,41.290000915527344,26.174999237060547,106.66999816894531,,118.7699966430664,8313.1298828125,3.190999984741211,864.239990234375,1247.9200439453125,301.4100036621094,4.261000156402588,41.290000915527344,26.4950008392334,107.91000366210938,,120.38999938964844,8762.1396484375,3.6519999504089355,911.6400146484375,1354.47998046875,349.8399963378906,4.609000205993652,43.93000030517578,24.940000534057617,106.27999877929688,,118.4800033569336,8203.8203125,3.174999952316284,852.8400268554688,1235.5699462890625,295.20001220703125,4.250999927520752,30.600000381469727,25.5,106.69999694824219,,118.69999694824219,8267.990234375,3.4649999141693115,852.8400268554688,1286.81005859375,315.010009765625,4.448999881744385,33.88999938964844,29082000.0,0.0,,0.0,1594260000.0,0.0,8864400000.0,8274390000.0,0.0,0.0,0.0
2002-08-03,17.044727325439453,108.20999908447266,,120.44999694824219,8745.4501953125,3.265000104904175,908.6400146484375,1306.1199951171875,315.73724365234375,4.267000198364258,35.33000183105469,27.03499984741211,108.20999908447266,,120.44999694824219,8745.4501953125,3.265000104904175,908.6400146484375,1306.1199951171875,315.8900146484375,4.267000198364258,35.33000183105469,27.125,109.0,,121.33000183105469,8796.6796875,3.371000051498413,913.9500122070312,1322.0699462890625,323.55999755859375,4.421999931335449,45.209999084472656,25.385000228881836,106.55000305175781,,118.61000061035156,8030.81982421875,3.128000020980835,833.4400024414062,1205.6800537109375,282.75,4.216000080108643,34.689998626708984,26.100000381469727,107.0199966430664,,118.70999908447266,8312.919921875,3.184000015258789,864.239990234375,1243.3800048828125,301.4100036621094,4.2729997634887695,41.95000076293945,23064800.0,0.0,,0.0,1417620000.0,0.0,7371600000.0,7251460000.0,0.0,0.0,0.0
2002-08-10,17.00689125061035,106.72000122070312,,117.55999755859375,8778.0595703125,3.4110000133514404,928.77001953125,1361.010009765625,348.31146240234375,4.316999912261963,28.809999465942383,26.975000381469727,106.72000122070312,,117.55999755859375,8778.0595703125,3.4110000133514404,928.77001953125,1361.010009765625,348.4800109863281,4.316999912261963,28.809999465942383,27.399999618530273,108.30000305175781,,119.8499984741211,8854.2099609375,3.4130001068115234,935.3800048828125,1368.68994140625,351.6099853515625,4.321000099182129,37.52000045776367,26.299999237060547,106.18000030517578,,116.26000213623047,8353.0703125,3.0299999713897705,876.2000122070312,1265.18994140625,294.95001220703125,3.9609999656677246,28.010000228881836,26.75,107.76000213623047,,119.83000183105469,8741.919921875,3.2309999465942383,908.6400146484375,1293.8800048828125,315.8900146484375,4.22599983215332,37.22999954223633,15584000.0,0.0,,0.0,1303580000.0,0.0,6638400000.0,7286200000.0,0.0,0.0,0.0
2002-08-17,16.950157165527344,107.97000122070312,,119.58999633789062,8872.9599609375,3.2960000038146973,940.8599853515625,1380.6199951171875,336.10736083984375,4.228000164031982,29.31999969482422,26.885000228881836,107.97000122070312,,119.58999633789062,8872.9599609375,3.2960000038146973,940.8599853515625,1380.6199951171875,336.2699890136719,4.228000164031982,29.31999969482422,27.5,108.4800033569336,,120.26000213623047,9077.009765625,3.440999984741211,965.0,1426.760009765625,367.8999938964844,4.3520002365112305,30.219999313354492,26.799999237060547,106.3499984741211,,117.41000366210938,8753.51953125,3.2330000400543213,927.2100219726562,1359.1400146484375,335.3800048828125,4.158999919891357,27.610000610351562,26.975000381469727,106.63999938964844,,117.55000305175781,8777.08984375,3.4000000953674316,928.77001953125,1362.2900390625,348.4800109863281,4.307000160217285,29.600000381469727,13546400.0,0.0,,0.0,1226310000.0,0.0,6405900000.0,7414220000.0,0.0,0.0,0.0
2002-08-24,17.196033477783203,106.9800033569336,,118.43000030517578,8663.5,3.2079999446868896,916.0700073242188,1314.8499755859375,300.0448303222656,4.13700008392334,32.63999938964844,27.274999618530273,106.9800033569336,,118.43000030517578,8663.5,3.2079999446868896,916.0700073242188,1314.8499755859375,300.19000244140625,4.13700008392334,32.63999938964844,27.575000762939453,108.26000213623047,,119.88999938964844,9017.01953125,3.385999917984009,955.8200073242188,1396.4000244140625,338.54998779296875,4.304999828338623,35.41999816894531,26.3799991607666,106.2699966430664,,117.37000274658203,8558.01953125,3.178999900817871,903.3300170898438,1295.7900390625,293.1700134277344,4.11299991607666,29.530000686645508,26.799999237060547,108.13999938964844,,119.5999984741211,8873.9296875,3.3429999351501465,940.8599853515625,1387.199951171875,336.2699890136719,4.269000053405762,30.729999542236328,16032000.0,0.0,,0.0,1039190000.0,0.0,5672200000.0,6570230000.0,0.0,0.0,0.0
2002-08-31,17.30636978149414,106.83999633789062,,118.41000366210938,8427.2001953125,3.069000005722046,893.9199829101562,1295.300048828125,288.3304748535156,4.035999774932861,36.33000183105469,27.450000762939453,106.83999633789062,,118.41000366210938,8427.2001953125,3.069000005722046,893.9199829101562,1295.300048828125,288.4700012207031,4.035999774932861,36.33000183105469,28.625,106.83999633789062,,119.0199966430664,8659.26953125,3.138000011444092,916.0700073242188,1304.02001953125,300.19000244140625,4.076000213623047,40.40999984741211,26.315000534057617,105.41000366210938,,116.80999755859375,8217.0498046875,2.9130001068115234,870.5,1251.0,274.5400085449219,3.8949999809265137,35.9900016784668,26.774999618530273,106.43000030517578,,118.44999694824219,8659.26953125,3.114000082015991,916.0700073242188,1302.6700439453125,300.19000244140625,4.053999900817871,37.119998931884766,25607000.0,0.0,,0.0,1079940000.0,0.0,5247700000.0,5728440000.0,0.0,0.0,0.0
2002-09-07,17.495512008666992,108.05999755859375,,121.62999725341797,8312.6904296875,2.9660000801086426,889.8099975585938,1291.4000244140625,280.3843078613281,3.9000000953674316,35.81999969482422,27.75,108.05999755859375,,121.62999725341797,8312.6904296875,2.9660000801086426,889.8099975585938,1291.4000244140625,280.5199890136719,3.9000000953674316,35.81999969482422,28.19499969482422,108.27999877929688,,122.25,8726.900390625,3.184000015258789,924.02001953125,1347.27001953125,310.760009765625,4.105999946594238,39.630001068115234,27.049999237060547,106.58000183105469,,118.16000366210938,8247.83984375,2.9549999237060547,877.0499877929688,1270.5899658203125,277.8999938964844,3.8889999389648438,33.720001220703125,27.25,106.7300033569336,,118.41999816894531,8425.8798828125,3.0899999141693115,893.9199829101562,1286.75,288.4700012207031,4.051000118255615,39.099998474121094,15612800.0,0.0,,0.0,1106930000.0,0.0,5626200000.0,6222990000.0,0.0,0.0,0.0
2002-09-14,16.801990509033203,107.52999877929688,,123.30000305175781,7986.02001953125,2.828000068664551,845.3900146484375,1221.0899658203125,248.7496337890625,3.7760000228881836,38.97999954223633,26.649999618530273,107.52999877929688,,123.30000305175781,7986.02001953125,2.828000068664551,845.3900146484375,1221.0899658203125,248.8699951171875,3.7760000228881836,38.97999954223633,28.31999969482422,109.66999816894531,,123.70999908447266,8482.33984375,3.068000078201294,902.6799926757812,1298.5,281.739990234375,3.9739999771118164,40.70000076293945,26.385000228881836,106.77999877929688,,120.86000061035156,7922.06982421875,2.815000057220459,839.0900268554688,1216.18994140625,247.9600067138672,3.755000114440918,35.790000915527344,27.875,108.47000122070312,,121.5999984741211,8311.7900390625,3.0,889.8099975585938,1286.8499755859375,280.5199890136719,3.930999994277954,37.34000015258789,19361800.0,0.0,,0.0,1447340000.0,0.0,7267800000.0,7485740000.0,0.0,0.0,0.0
2002-09-21,17.246475219726562,107.52999877929688,,122.52999877929688,7701.4501953125,2.7130000591278076,827.3699951171875,1199.1600341796875,246.46075439453125,3.688999891281128,36.970001220703125,27.354999542236328,107.52999877929688,,122.52999877929688,7701.4501953125,2.7130000591278076,827.3699951171875,1199.1600341796875,246.5800018310547,3.688999891281128,36.970001220703125,27.825000762939453,108.12999725341797,,124.19999694824219,8012.419921875,2.8970000743865967,856.5999755859375,1239.6199951171875,261.07000732421875,3.8510000705718994,41.34000015258789,26.25,107.02999877929688,,121.83000183105469,7665.66015625,2.628999948501587,817.3800048828125,1169.0400390625,231.58999633789062,3.5950000286102295,33.959999084472656,26.649999618530273,107.5199966430664,,123.29000091552734,7984.77001953125,2.7750000953674316,845.3900146484375,1209.1300048828125,248.8699951171875,3.7330000400543213,40.779998779296875,22271600.0,0.0,,0.0,1594140000.0,0.0,7860140000.0,7909610000.0,0.0,0.0,0.0
2002-09-28,17.07624626159668,107.5999984741211,,123.19999694824219,7528.39990234375,2.690000057220459,800.5800170898438,1139.9000244140625,226.84024047851562,3.684999942779541,39.459999084472656,27.084999084472656,107.5999984741211,,123.19999694824219,7528.39990234375,2.690000057220459,800.5800170898438,1139.9000244140625,226.9499969482422,3.684999942779541,39.459999084472656,27.545000076293945,108.06999969482422,,123.30999755859375,7969.3701171875,2.8440001010894775,851.9299926757812,1222.719970703125,263.3900146484375,3.7939999103546143,41.86000061035156,26.565000534057617,106.5,,121.05000305175781,7460.77978515625,2.5480000972747803,794.0999755859375,1135.27001953125,223.57000732421875,3.566999912261963,33.77000045776367,27.100000381469727,107.08000183105469,,122.5199966430664,7698.81005859375,2.6589999198913574,827.3699951171875,1187.47998046875,246.5800018310547,3.6440000534057617,41.06999969482422,20817600.0,0.0,,0.0,1692110000.0,0.0,8682100000.0,8388810000.0,0.0,0.0,0.0
2002-10-05,17.77922821044922,107.25,,124.0199966430664,7850.2900390625,2.7799999713897705,835.3200073242188,1210.469970703125,246.10092163085938,3.812999963760376,35.70000076293945,28.200000762939453,107.25,,124.0199966430664,7850.2900390625,2.7799999713897705,835.3200073242188,1210.469970703125,246.22000122070312,3.812999963760376,35.70000076293945,28.415000915527344,108.13999938964844,,124.5999984741211,7901.259765625,2.7839999198913574,843.27001953125,1220.1199951171875,250.41000366210938,3.816999912261963,43.439998626708984,27.049999237060547,106.70999908447266,,122.9800033569336,7197.490234375,2.5329999923706055,768.6300048828125,1108.489990234375,209.35000610351562,3.559000015258789,35.20000076293945,27.049999237060547,107.76000213623047,,123.20999908447266,7528.68017578125,2.631999969482422,800.5800170898438,1135.7900390625,226.9499969482422,3.624000072479248,41.650001525878906,24778800.0,0.0,,0.0,1802050000.0,0.0,9344320000.0,8755900000.0,0.0,0.0,0.0
2002-10-12,17.867481231689453,108.5199966430664,,125.44999694824219,8322.400390625,3.125999927520752,884.3900146484375,1287.8599853515625,268.1502380371094,4.133999824523926,33.529998779296875,28.34000015258789,108.5199966430664,,125.44999694824219,8322.400390625,3.125999927520752,884.3900146484375,1287.8599853515625,268.2799987792969,4.133999824523926,33.529998779296875,28.875,108.62000274658203,,125.55999755859375,8331.5595703125,3.244999885559082,886.6799926757812,1288.0799560546875,269.1000061035156,4.254000186920166,37.18000030517578,27.34000015258789,106.95999908447266,,123.7699966430664,7745.7001953125,2.7750000953674316,828.3699951171875,1193.4200439453125,238.0500030517578,3.811000108718872,33.34000015258789,27.950000762939453,107.05000305175781,,124.01000213623047,7848.2099609375,2.7750000953674316,835.3200073242188,1198.5,246.22000122070312,3.811000108718872,36.91999816894531,28962600.0,0.0,,0.0,1734550000.0,0.0,7944790000.0,8287810000.0,0.0,0.0,0.0
2002-10-19,17.58061981201172,107.91999816894531,,124.16999816894531,8443.990234375,3.0269999504089355,897.6500244140625,1331.1300048828125,292.33856201171875,4.09499979019165,30.0,27.885000228881836,107.91999816894531,,124.16999816894531,8443.990234375,3.0269999504089355,897.6500244140625,1331.1300048828125,292.4800109863281,4.09499979019165,30.0,28.9950008392334,108.73999786376953,,125.63999938964844,8558.6298828125,3.246000051498413,902.9400024414062,1331.3299560546875,299.17999267578125,4.2729997634887695,35.61000061035156,27.375,107.61000061035156,,123.58000183105469,8230.5,3.0190000534057617,873.0599975585938,1267.760009765625,260.1000061035156,4.077000141143799,29.8799991607666,28.34000015258789,108.37999725341797,,125.45999908447266,8320.740234375,3.115000009536743,884.3900146484375,1276.760009765625,268.2799987792969,4.117000102996826,35.34000015258789,17441200.0,0.0,,0.0,1483840000.0,0.0,7631070000.0,8308730000.0,0.0,0.0,0.0
2002-10-26,17.393184661865234,106.08000183105469,,122.1500015258789,8517.6396484375,2.8340001106262207,900.9600219726562,1360.699951171875,312.88861083984375,3.9769999980926514,29.299999237060547,27.5,106.08000183105469,,122.1500015258789,8517.6396484375,2.8340001106262207,900.9600219726562,1360.699951171875,313.0400085449219,3.9769999980926514,29.299999237060547,28.139999389648438,108.33000183105469,,124.98999786376953,8542.26953125,2.986999988555908,907.4400024414062,1360.8299560546875,313.1400146484375,4.089000225067139,33.529998779296875,27.049999237060547,105.75,,121.58000183105469,8198.0400390625,2.7139999866485596,867.9099731445312,1279.18994140625,271.82000732421875,3.885999917984009,28.6200008392334,27.850000381469727,108.19999694824219,,124.18000030517578,8448.98046875,2.9730000495910645,897.6500244140625,1345.719970703125,292.4800109863281,4.070000171661377,30.780000686645508,18090000.0,0.0,,0.0,1441040000.0,0.0,7426300000.0,8514680000.0,0.0,0.0,0.0
2002-11-02,17.08643913269043,104.5,,119.77999877929688,8537.1298828125,2.865999937057495,894.739990234375,1359.280029296875,299.76495361328125,3.8519999980926514,29.40999984741211,27.014999389648438,104.5,,119.77999877929688,8537.1298828125,2.865999937057495,894.739990234375,1359.280029296875,299.9100036621094,3.8519999980926514,29.40999984741211,27.5049991607666,106.41999816894531,,122.63999938964844,8800.0,3.063999891281128,925.6599731445312,1420.030029296875,337.6499938964844,4.139999866485596,32.599998474121094,26.475000381469727,104.33999633789062,,119.5,8498.919921875,2.8359999656677246,891.6199951171875,1354.280029296875,292.44000244140625,3.819999933242798,28.829999923706055,27.450000762939453,106.08999633789062,,122.1500015258789,8521.599609375,2.9019999504089355,900.9600219726562,1394.5699462890625,313.0400085449219,4.038000106811523,29.809999465942383,21182400.0,0.0,,0.0,1488080000.0,0.0,7587400000.0,9628960000.0,0.0,0.0,0.0
2002-11-09,16.789161682128906,105.04000091552734,,120.45999908447266,8579.08984375,3.0490000247955322,909.8300170898438,1411.1400146484375,319.525390625,4.051000118255615,26.649999618530273,26.545000076293945,105.04000091552734,,120.45999908447266,8579.08984375,3.0490000247955322,909.8300170898438,1411.1400146484375,319.67999267578125,4.051000118255615,26.649999618530273,27.399999618530273,105.6500015258789,,120.9000015258789,8583.9501953125,3.128000020980835,910.2100219726562,1413.530029296875,321.19000244140625,4.13700008392334,31.899999618530273,26.030000686645508,104.12000274658203,,119.05999755859375,8298.6796875,2.799999952316284,872.0499877929688,1319.0699462890625,281.9700012207031,3.7750000953674316,26.440000534057617,27.25,104.56999969482422,,119.79000091552734,8535.8095703125,2.865999937057495,894.739990234375,1355.0999755859375,299.9100036621094,3.8519999980926514,30.6299991607666,24240600.0,0.0,,0.0,1347450000.0,0.0,6872600000.0,8185550000.0,0.0,0.0,0.0
2002-11-16,16.30849266052246,106.12000274658203,,122.94999694824219,8804.83984375,3.243000030517578,930.5499877929688,1468.739990234375,362.4646301269531,4.175000190734863,23.15999984741211,25.78499984741211,106.12000274658203,,122.94999694824219,8804.83984375,3.243000030517578,930.5499877929688,1468.739990234375,362.6400146484375,4.175000190734863,23.15999984741211,26.719999313354492,106.19999694824219,,122.98999786376953,8880.3896484375,3.256999969482422,937.280029296875,1475.3499755859375,368.1499938964844,4.190000057220459,28.149999618530273,25.4950008392334,104.70999908447266,,120.79000091552734,8405.1201171875,2.9630000591278076,893.0900268554688,1367.760009765625,310.1300048828125,3.937000036239624,23.049999237060547,26.575000762939453,105.13999938964844,,121.05999755859375,8579.740234375,3.0739998817443848,909.8300170898438,1422.5400390625,319.67999267578125,4.067999839782715,27.09000015258789,23396400.0,0.0,,0.0,1474830000.0,0.0,8179200000.0,9559890000.0,0.0,0.0,0.0
